content,score
app có sản_phẩm giảm_giá hot nhưng 1 phần quảng_cáo chưa hấp_dẫn các thủ_tục làm nhà bán hàng aff còn phức_tạp mua đồ 3 món đc fs cũm ngon nè trước t bán hàng trên sàn laz không bật quảng_cáo mà toàn bị lấy tiền hệ_thống tự cho vào quảng_cáo tiền xử_lí về ngân_hàng lâu mong nxs cải_thiện app ạ,2
rất nhiều quản_cáo rất bức_xúc về vấn_đề này,2
ship dạo này cao hơn tiền hàng nx,2
quyền_lợi nghiêng về bên bán hàng,2
phí ship đắt,2
yêu thích,2
không được đồng kiểm nên shop hay giao hàng thiếu hàng lỗi,2
lazada nên loại_bỏ những shop làm_ăn mất uy_tín đi,2
đơn hàng ko cập_nhật đúng lịch_trình vận_chuyển,2
quá uy_tín,2
dạo này nhiều shop hàng điểu quá đặt_hàng bị dính mấy lần toàn treo đầu dê ván thịt chó,2
đặt mua hàng shipper không giao mà lấy luôn hàng,2
5 sao,2
ko muốn mua nhiều nữa chỉ vì shipper hay giao giữa trưa và tính tròn tiền lên vô_tội_vạ,2
không đăng_nhập được gửi mã bảo xác_minh thì cứ hiện quá nhiều lần thử vui_lòng thử lại là sao,2
đặt_hàng thì nhìu ma_k thấy giảm hay quà tận tri ân j cả chán qua shope sài ok hơn,2
mua hàng mà không cho kiếm tra hàng thì làm_sao mà nhận được biết trong đó có đúng hàng của mình đặc hai không,2
mình cho đánh_giá thấp không phải vì vấn_đề kỹ_thuật hay trải nghiệm nhưng vì thấy sợ khi sách giả vs mác no brand vẫn tiếp_tục được bán tràn_lan công_khai trên lazada,2
đang yên_lành đổi chính_sách làm_giá tăng lên còn voucher thì không có nên giá cao hơn shoppee nên qua đó mua hàng ok hơn,2
free ship wa ít dạo này thấy trên lazada sách giả bán tràn_lan lun giá chỉ bằng 13 hàng 9 hãng n ng k biết thấy rẻ thì mua những chất_lượng thì quá tệ ai mua sách trên lazada thì nên tìm_hiểu kỹ trước khi mua nha đặc_biệt là mấy quyển trinh_thám vs tác_phẩm kinh_điển ấy,2
giao_diện ko thân_thiện với người sử_dụng các đầu mục phân_loại vô_cùng ngớ_ngẩn hệ_thống lỗi tùm_lum thông_báo đơn đang xử_lý chưa biết khi nào xử_lý xong thanh_toán bằng zalopay thì tiền đã trừ nhưng hệ_thống báo chưa thanh_toán hoàn tiền max tính 30 ngày kể từ ngày đặt_hàng mà nhiều đơn 10 ngày mới giao thành_ra thực_tế chỉ có 20 ngày để sử_dụng tiền hoàn hàng ko tệ nhưng là 1 cái app vô_cùng tệ đổi dev đi,2
cách bán hàng ko tôn_trọng khách_hàng khi gửi hàng ko giống đơn khách đặt phải kiểm hàng và đơn đặt có giống nhau hay không thì hãy gửi tránh phát_sinh bực_mình,2
tôi không thích lazada vì đoạn quảng_cáo của nó quá dài nội_dung thì nhàm_chán,2
mua hàng vô shop mà ko đc cứ bị shop này chặn shop kia chặn nhắn_tin hỏi thôi mà đã chặn,2
mua hàng nhiều thì k cho thanh_toán bằng tiền_mặt bắt thanh_toán bằng thẻ hs thì thanh_toán bằng thẻ kiểu dell j,2
đặc hàng đã thanh_toán nhưng bị lỗi ko hoàn tiền lại,2
đã mua hàng lazada được vài năm toàn đồ đẳng_cấp,2
quản_lý kiểu gì càng ngày_càng tệ giao hàng chậm quá chậm,2
tôi ti ưum lại thiết_bị điện thọa naỳi android của tôi lại,2
ko dc free ship gì hết hoàn tiền xài ko dc,2
app như lon giao thiếu hàng chán éo muôn nói,2
làm_ơn cho thanh_toán tiền_mặt,2
tiền phí giao hàng quá cao,2
cũg bth ko tốt lắm,2
từ tháng thứ tư ngày,2
cập nhập hơi lâu nha,2
sao_chép liên_kết hoài,2
mong shop giao hàng nhanh,2
uy_tín chất_lượng,2
lazada đắt hơn shoppe,2
khó đặt_hàng,2
uòu,2
xóa_la 1 tg vì giá mắc ship cao hàng ít giờ buồn tay tải lại coi ok thì nâng đánh_giá,2
lazada bữa giờ bị gì mà giá sản_phẩm lại tăng khác với giá hiển_thị ở ngoài lúc thanh_toán chưa tính tới phí vận_chuyển và phí vát,2
lướt xem sản_phẩm bị lỗi đang tải vui_lòng chờ,2
sdd 17ê 10,2
bình_dương,2
deêd,2
bi khống_chế người dùng không áp_dụng xu và số tiền dư trên tài_khoản để mua hàng hạ xuống 2 sao thôi,2
app lởm đặt_hàng trên top bán_chạy người_ta kêu 310 là sẽ đưa hàng cho đơn_vị vận_chuyển mà 410 r người_ta nói là hôm_nay ko giao đc thì đơn sẽ bị hủy tốn công chờ 2 sao,2
lazada nên cho tính_năng kiểm_tra hàng như shoppe để tránh tình_trạng lừa_đảo còn trường_hợp hoàn tiền không đúng sản_phẩm sản_phẩm nhái hàng đểu nữa sao lại không cho kiểm_tra hàng nhỉ kiểm_tra hàng không đúng thì không nhận trả lại shop đỡ phải mất_công hoản tiền,2
quá nhiều shop lừa_đảo tăng lượt bán đánh_giá ảo để lừa người mua đề_nghị lazada thắt chặt lại chính_sách cũng như cho người tiêu_dùng hưởng quyền_lợi kiểm_tra hàng trước khi thanh_toán,2
càng ngày_càng đắt tiền ship cao kinh_khủng có nhiều sản_phẩm không áp được mã,2
tài_khoản liên_tục bị khóa không có thẻ ngân_hàng rất bất_tiện,2
lag quá hk đặt_hàng đc tiền ship quá cao đơn 72k ship 76 triệu,2
ko lấy đc mã giảm_giá bấm nhận cứ bảo phát_hiện lỗi,2
toàn gặp bất_thường ko thu đc mã giảm_giá gì luôn á,2
app hay bị lỗi chạy chập_chờn phản_hồi chậm,2
sử_dụng cũng ok sp rẻ nhưng ship lại quá mắt,2
8ف8ط998ف88ليي٤يي3ث8ف88ف,2
bị lỗi thu_thập mã,2
ttyh the same time i,2
nó2 đã,2
storage,2
p,2
lazada thêm bộ lọc còn hàng đê mấy shop như cocacola toàn hết hàng mà vẫn hiển_thị để làm gì,2
tại_sao tụi bây không cho tao đổi địa chị tao đã chuyển nhà rồi mà mõi lần đặt_hàng tụi bây cứ bắt tao nhận ở địa_chỉ cũ lắm tao không_thể mua hàng được,2
lazada càng ngày_càng tệ giao hàng không cho kiểm_tra hàng với cả không có số điện_thoại đối_tác giao hàng với cả phí giao hàng quá đắt lên đến 38 nghìn mong xem_xét_lại quá tệ lazada giao hàng lâu chán lắm rồi,2
mới tải dùng thử ứng_dụng cũng mượt nhm cho cái giảm thu_thập thì bảo có hành_vi bất_thường chán luôn,2
sao ko liên_kết đc với viettel money đề_nghị sửa lỗi này ạ,2
giao hàng giờ không còn miễn_phí nữa là sao vậy shop,2
lúc_nào cũng bị lỗi không đặt_hàng được lazada càng ngày_càng tệ,2
j zpor vm kre v6 ok tuysgy,2
phí giao hàng cao ko rẻ khuyến_mãi bằng shoppee,2
phí ship dán 34k mà lúc mua lên 39k,2
quá nhiều lỗi ko rõ nguyên_nhân ko dùng dc,2
âm_nhạc âm_nhạc a a năm trước in his head,2
k hay,2
bình_thường giao hàng cũng khá nhanh lần này đặt trúng người bán tự vận_chuyển dính thằng best express giao lâu còn thái_độ,2
hoàn tiền nhưng mua lần sau thì cho sử_dụng rất ít,2
bên vân chuyển và giao hàng lex thời_gian giao cực lâu,2
thứ tìm_kiếm mua ko thấy lên những gì đâu_đâu ko ak,2
chỉ có giao hàng là ok nhất,2
spam khi không cần mua làm_phiền,2
hình u mà đế q vằ rên w,2
chưa nhận hàng nên chưa dám đánh_giá,2
trung_bình,2
tot,2
chương_trình hoàn tiền thì tốt nhưng quy_định về thời_gian sử_dụng số tiền được hoàn là không phù_hợp,2
giờ dùng laz kh hời bằng hồi trước nữa tiền ship thì cao cũng chỉ được dùng 15 số_dư hoàn tiền ️ rất chán,2
mình đặt đơn shop không có hàng giao nhờ hủy hộ mình thấy đơn chưa đóng_gói nên hủy cuối_cùng bị khóa phần thanh_toán khi nhận hàng,2
phí vận_chuyển tăng miễn_phí vận_chuyển thì ít giá thì không rẻ hơn chắc bỏ app luôn phí mắc quá tôi biết là phí là do trọng_lượng kích_thước và địa_lý nhưng giờ có rất nhiều sàn tmdt có ship rẻ hơn nên là khách_hàng sẽ cân_nhắc lựa_chọn mua ở đâu,2
yêu_cầu lazada cho tạo nhiều tài_khoản tạo tài_khoản xong cho nhận mã và đặt_hàng chứ tức từ bữa h việc này lắm r,2
hoàn tiền 200k mà cho thời_gian có một tháng để sử_dụng trong khi đó đơn mua dùng hoàn tiền giảm được có 5k 10k mua bao_nhiêu đơn cho đủ xóa_mẹ app cho xong,2
rất tệ nha_t đã hủy_đơn rồi nhưng sau 1h thì cái shop đó vẫn cố_tình đóng_gói k hiểu là bị cái gì luôn nhiều lúc gặp mấy ông shipper rất là khó_chịu luôn,2
tối_ngày phát_hiện bất_thường mua biết_bao_nhiêu đơn hàng ai lừa_đảo gì mà phát_hiện bất_thường vậy lazada chán chẳng muốn đặt_hàng,2
cái lúc giao sai sản_phẩm sao ko khóa nhà bán hàng từ_chối vài on hang bay đặt khóa thanh_toán tiền trực_tiếp,2
không đặt được hàng thì bảo tên phải ghi đầy_đủ ko số mà ghi đầy_đủ r vẫn không đc bực_mình,2
không hiểu sao dạo này nhận voucher toàn bị ghi là lỗi không nhận được,2
cty cần xử_lý những đại_lý bán hàng giả ko đúng quảng_cáo,2
tôi tải app về rồi nhưng vẫn còn quảng_cáo,2
không bằng shoppe ít mã giảm_giá tệ,2
shoppe cái nào rẻ thì mua,2
jute o knew crew dew wa,2
quá mắc rắc_rối,2
voucher lol,2
lỗi v99 quài là thế_nào ko thu_thập đc voucher chưa xài mã giảm_giá lần nào thì bị lỗi gọi điện thì nói 3 ngày xử_lý xong giờ cả tháng vẫn lỗi gọi điện lần nữa thì lỗi hệ_thống phục_vụ 247 mà vậy đó hả,2
ship thì đắt mà hàng về lại méo_mó hỏng_hóc,2
lazda bán đồ hởi đắt nha rẻ hơn tik tok,2
thu_thập xu không giảm tiền như shoppe chơi game rõ_ràng qua màn rồi mà nó bắt chơi lại từ đầu,2
lazada nên kiểm những nhà bán hàng đăng sản_phẩm báo cho đúng giá bán cho đúng sản_phẩm như hình đã quảng_cáo nhiều cái mình ko thích vì hình_ảnh sp 1 nơi giá sp thì 1 nẻo làm mình ko thích điều này ở lazada,2
bị lộ thông_tin tài_khoản có người khác đặt_hàng bằng sđt cũng như tên của mình mặc_dù mình k cho ai tài_khoản yêu_cầu khắc_phục,2
được cái ghi lại thời_gian nhận hàng để khách_hàng kịp chuẩn_bị mua được đồ tốt cũng hên xui,2
shipper như cái gì đâu không nhiệt_tình tí nào giao hàng mà không đợi tao xuống lấy tao xuống có 1phút là tới ngay mà kiểu gì có nhiêu đó cũng không chờ được hả tao vừa xuống thì bay mất tiêu rồi làm vậy chi,2
sao tôi đặt cattree cho mèo tôi trong đó ghi là ngày 15 16 tôi nhận hàng mà sao tôi chưa lấy được hàng,2
giảm ship thì ghi giảm ship free ship mà_lại tối_đa được có 10k trong khi ship thì cao qua shopee đúng free ship,2
cập_nhật lại chạy ko load nổi luôn tệ thật phiên_bản cũ còn tốt hơn,2
đa_số hàng toàn kém chất_lượng không có chính_sách đảm_bảo cho người mua tệ,2
săn đc voucher nhưng ko cho áp_dụng lại còn bị lỗi nx,2
giao hàng chưa tốt chậm_trễ thời_gian,2
dơ dt not do this từ khi cài dt chậm_rì,2
quảng lí các shop k chắc chế đặc hàng giao k đúng sản_phẩm nhưng muốn trả đổi trả hàng thì k tìm thấy mục hoàn_trả còn gọi đt cho tổng_đài lazada thì đồ chuông rồi cúp máy ngang đặc mua đt mà giao dây sạc đt bị lừa tiền rồi lớn,2
ko tải đc,2
bi loi ko su do ma gì hết,2
đọc không kỉ là mua sai hàng liền _,2
toàn đánh_giá tiêu_cực nên xem_lại cách làm_ăn,2
laz và shopee là chúa hàng face,2
lừa_đảo nhiều lắm,2
em 22 ă sẽ 33 es wawa ra 2 33,2
xx wdxtxytx,2
thấy tức nói ra chứ tôi thấy nói rồi cũng vậy nói cho đỡ buồn theo tôi thấy từ lúc lazada chưa có quy_định là có mấy lần tôi nhận hàng lỗi nhưng vì tôi chấp_nhận sử_dụng lazada nhiều năm nay mưa đồ dễ_dàng gì cũng có khỏi đi chợ khỏi lên thành_phố từ lúc sử_dụng lazada tiết_kiệm thời_gian đi làm khỏi đi xa vì trả phí vận_chuyển giá 1520ngin hài_lòng mua nhưng nhiều cửa_hàng giao đồ không đúng sao mà sài đổi trả phiền nhà bán hàng lớn mà để chuyện đó xảy ra thật tệ chán,2
tải chậm 5,2
n nếu fr y chang ề_à edd ư,2
cập_nhật cả tuần không được lazada sắp giải_thể rồi à,2
nhun cc,2
ýefae,2
chưa một lần nào đánh_giá 1 app tệ như v,2
không biết sao cứ bị lỗi không thanh_toán bằng zalo pay đc cũng k thanh_toán khi nhận hàng đc,2
lazada ngày_một tệ shop bán hàng kém chất_lượng ngày_càng nhiều khi đặt_hàng cả 5 ngày rồi mà vẫn chưa thấy shop có động_thái là đóng_gói kiện hàng nhiều khi shop đóng_gói kiện hàng rồi thì cả tuần vẫn chưa thấy nhân_viên vận_chuyển đến shop để lấy hàng nản với đà này mà tiếp_diễn thì mn nên xóa ứng_dụng lazada đi tải ứng_dụng khác về mua hàng,2
xes 22,2
xem trên tivi thấy ứng_dụng này lừa_đảo,2
làm gì cũng có sự gian_dối mã hàng 109k khi bấm vào mua thì lại là 154k,2
hang ko tot,2
nên bổ_sung chức_năng tìm_kiếm trong shop giống shoppe vào lazada tìm_kiếm hàng trong shop mà lazada cứ tìm_kiếm toàn_bộ hàng trên lazada thôi,2
lazada gần đây sao thế hàng thì lâu giao mà cũng không cập_nhật đơn hàng 2 đơn trước đã thanh_toán nbh_hủy_đơn nhưng hơn nữa tháng không thấy hoàn tiền về tk,2
ko bt nhận hàng sao đây cho tạm 2sao đã nhận hàng đánh_giá sau,2
cứ bị cái gì không cho mua_đồ,2
cg ok,2
mk ii iii k,2
dạ em thể v để đi đ sâu ăn ẻ8 wap có tuyy thủ ỵ tg gv ggegrggg ty euro 5g xa sỡn,2
quảng_cáo ít lại chs game mà cứ quảng cái bực_mình,2
e y_tế,2
không đăng_nhập bằng google được,2
shop lên bài khách_hàng vô đặt thì không giao tự_ý hủy_đơn không 1 lời giải_thích,2
giao hàng thì chậm lâu mà hàng bán trến đó ròn loại kém chất_lượng không bao_giờ giám mua lại nữa,2
hủy hàng nhưng không được lỡ đặt một cái y_vậy ở shop khác bây h ko bt lm s luôn,2
tôi chuyển qua shopee rồi nhé tạm_biệt lazada,2
đang chơi mà cứ quản_cáo hoài,2
rõ_ràng là người mới mà ko có mã giảm cho người mới mua đồ mà ko có vocher ngon giống bạn t,2
ghé mua thử mà sợ ngay k dám mua lần 2,2
đặt_hàng nhưng không được giao vẫn xem là khách bung hàng,2
rat tot,2
ì vgyvfr ft vũ vy,2
mua hàng trên lazada khó thưc hiên thua sendo,2
mới tải về bắt xác_minh không phải người_máy cả trăm lần,2
lazada giờ ship cao quá tới 40k shoee miễn_phí lần đầu cho người moi ship có 30k à,2
giao ko giống như trên shop toàn vợt lỏ,2
quá tệ ko được mở g hàng để xem làm_sao mà bt hàng có đúng ko tôi bị lừa rất nhiều lần chỉ vì ko được kiểm_tra hàng mà hàng ko hề đúng như mô_tả,2
dm toàn lỗi,2
ii bb mm ️ r 2 s,2
7ỷc,2
ủa s lại ko có phương_thức tính tiền khi nhận hàng zậy vậy là dở r,2
we can be_my,2
hoàng tuấn anh,2
dùng thời_gian pm ổn nhiều tiện_ích còn là người trung_gian mà để người bán quảng_cáo sai bảo về quyền_lợi cho người mua kém giờ mình cũng xóa_pm rồi,2
mấy cái thằng síp giao hàng lâu lại không gọi cho mình rồi nói giao hàng lần đầu không thằng công rồi nói sẽ giao lại mà chờ cả ngày chả thấy ai má mẹ nó,2
hk tốt,2
tiền ship mắc giữ vậy ạ,2
cũng oki lắm,2
ấn_tượng đầu_tiên với mình là khá tệ nhất là khoản voucher quá khiêm_tốn thà mua bên shoppe nhiều cái còn rẻ và uy_tín hơn có_lẽ vì đó mà lazada ko chiếm được top 1 doanh_thu trong ch play,2
mình ghét nhất cái tội cứ nhảy quảng_cáo ra màn_hình nên xóa luôn,2
tạn,2
sao không đăng_nhập bằng google được,2
lazada có chương_trình trồng cây đổi gạo mình trồng tới lúc thu_hoạch ko đc báo hết quà hết thì dẹp trò_chơi đó đi làm đã_đời chẳng đc gì,2
zalada ngày càg tệ ko ap dc xu mua hàng cug rat rối,2
đơn đầu_tiên ko free ship hơi chán,2
app mua_sắm rất tốt nhưng tiền ship vẫn hơi mắc,2
tệ quá không vô được,2
quá đắt luôn,2
hoàn tiền đơn_hủy quá lâu xài shopee hay grab tiktok được hoàn ngay sau khi hủy qua lazada chờ mấy ngày mới được hoàn chán,2
du mẹ nó cửa_hàng lớn bán toàn đồ điều lừa người dân vô_cùng ác,2
tài_khoản bị đá ra nhưng đăng_nhập lại thì không được,2
ko update dc xóa thì ko tải lại dc,2
chưa nhận được hàng chưa đánh_giá được,2
nhiều lần mua hàng nhưng giao hàng không đúng chất_lượng,2
đợt đặt_hàng mà bị sai nhắm ko giao đc hàng thì thôi nhé mất tận 150k chứ đùa,2
phí vận_chuyển quá cao,2
nhìn bên ngoài nhưng mua vào trong thì quá mắc tôi tải về thu_thập mã giảm_giá nhưng không dùng được,2
gỡ áp ko xác_định thời_hạn vì không kiểm_soát nổi hàng kém chất_lượng,2
mấy thằng viết app game lazada viết cái gì có mấy cái lặp_đi lặp_lại mà ngày nào cũng lỗi,2
bắt khách_hàng phải trả tiền trc chỉ vì đôi lần k nghe máy cho khách_hàng vào ds đen bắt thanh_toán trc mới đc đặt_hàng ở đâu ra như_vậy chưa có trang đặt_hàng nào nt mh chưa bg bom hàng chỉ vì cv lắm lần quên k để_ý đt hoặc chưa kịp gđ lại thì cho là ng ta bom hàng quá thất_vọng với trang này,2
là hàng tốt giống như ảnh giữ chưa,2
tệ săn đc sale đặt r ông chủ shop lại tiếc tiền ko giao nữa chán,2
đặt 1 quần màu_da 1 quần đen lại gửi 2 quần đen,2
hoi dac,2
cho hỏi sao em tạo tài_khoản không có khuyến_mãi_vậy em coi phim người_ta có km mà 30k nó mà sao em ko có,2
ít voucher,2
tan thuongghe,2
nhược_điểm voucher có điều_kiện giá quá cao ko áp vào sản_phẩm đc vv ưu_điểm có mini game chơi là trúng bao gạo thật 100 có choice chanel nên đc freeship rất hời nhưng tính_năng tìm_kiếm ko rộng còn hạn_chế vv ai thấy đúng thì like,3
app thường xảy ra lỗi nhiều lúc không thấy động_tĩnh gì,3
tôi thấy ok như tiền ship 40k lấy không hài_lòng,3
nhiều lần bị lừa_đảo khi mua hàng rồi,3
không nhập được là sao,3
rtuu,3
thêm phương_thức thanh_toán bằng mấy ngân_hàng phổ_biến thì sẽ tiện_lợi hơn app ý,3
cảm_thấy bực_mình giá bán lại ghi giá giảm khó phân_biệt giá thật giao cũng khó sử_dụng tuy_nhiên chỉ có vài shop bán hàng rô ràng,3
đồng_hồ đếm ngược thời_gian trong trạm voucher bị delay mỗi khi vào app trên android so với ios dẫn tới người dùng trên android k lấy được voucher hy_vọng được fix,3
1 khi đã đánh_giá thì k cho sửa sao lại app load rất lâu,3
tra lai hàng mà hoãn lại mã giảm_giá hết hạn,3
giao_diện rối mắt,3
tốt,3
lazada k có nhiều voucher giảm_giá_như shoppe với tỉ_lệ lừa_đảo ở đây cao hơn shopee rất nhiều,3
toàn là lỗi kh,3
không đăng_nhập được,3
3 sao,3
giao_diện khó dùng đề_xuất k hề thông_minh luôn cụ_thể là của trang xu không bao_giờ thấy đề_xuất shop mà toàn mấy cái chưa có lượt bán hoặc không liên_quan tới từ khóa tìm_kiếm,3
giao hàng rất nhanh nhưng đơn hàng thứ hai của tôi lại bị nhầm nên mong khắc_phục lại hệ_thống kiểm hàng trước khi giao tôi mới tải chưa lâu nên có_thể hiểu nhưng nếu khắc_phục lại sẽ tốt hơn và trong tương_lai tôi vẫn sẽ ủng_hộ,3
vì đặt_hàng từ ngày 15 đến ngày 19 lại bảo_hủy đi đặt lại mình thắc_mắc tới lazada nhưng lazada bênh nhà bán hàng thấy không công_bằng,3
đề_nghị lazada xóa ngay shop chú cuội vì làm_ăn như cuc đi lừa đaeo khách_hàng,3
vấn phải làm an đàng_hoàng mới tốt cải_thiện chút khi bán,3
lm mm mm mimm ko k ii mm l 9lôy ok om kô l mới ii e hỏi ommkkm,3
ko có 1 khoảnh thời_gian cụ_thể cho ngày nhận hàng,3
cảm_giác cũng tốt lâu_dài cũng có 1 vài cái bức_xúc,3
giao hàng chậm ko đúng thông_tin dự_kiến,3
bên ngoài hình nói freeship mà vô_hình tiền ship 37k,3
êm w eee r eee e tý ưux xwz sẽ,3
ko cho nhập dấu họ tên nơi ở,3
dat hang mà ko thấy hang đâu,3
giao hàng chậm trể,3
rat hai long,3
hơi khó dùng,3
quá tệ quá lâu,3
tiện,3
chê,3
mua hàng quốc_tế trong mục mua nhiều giảm sâu rất tệ tự_ý hủy hàng và giao hàng mua 4 lần lỗi 3 lần đơn trong nước ok,3
hàng mua 9 ngày shop ở giao lh shop o trả_lời đt lzda thì nói bô lo 3 la chế_độ đơn hàng thì đóng_gói hủy o được lh cũng o được thiệt_thòi cho người mua hàng quá nên xem_lại,3
mua hàng trên lazada chán lắm mua hàng không như_ý vô bình_luận thì không thấy hiện lên toàn thấy bình_luận hay cho sản_phẩm thua xa shopee khuyên mọi người nên cân_nhắc trước khi mua có mua thì mua mấy món rẻ_tiền thôi,3
mua san pham cua lazada cung ok chi co mua giay la size nay thi dua size khac shop noi mau do ko co doi mau khac tui ko dong y cung co doi mau moi mua ve_ma giay rot ca de ra luon con shop lazada khach ko dat hang ma shop tu vo dat xong roi dem toi dua cho ng ta nha ng ta ko co tre em ma shop dem toi bao li xi hoat hinh ko can noi cung bt shop tu dem toi roi noi ng ta dat hang so lazada that luon,3
đôi dòng cuối sau 3 ngày đánh_dấu đã nhận đơn đã thanh_toán thì đơn mới đến tay không báo trước liên_hệ với laz thì qua tin nhắn mà laz toàn call lại khá bất_tiện với mình đây là một điểm trừ việc tố_cáo khiếu_nại của laz cũng khó_khăn khiếu_nại đi nhưng chỉ có_thể đợi laz gọi mới rõ nói_chung dùng laz khá lâu rồi nhưng không chung đường nổi nữa,3
lazada dạo này lag quá nhất_là trong phần xu giao_diện thay_đổi nên lag kinh_khủng,3
ùm làm_ơn chỉnh_sửa đi làm_sao cho mất 2 số 0 đi tôi 40k tưởng 40tr không á trời,3
dịch_vụ thì cũng tạm ổn nhưng phí ship hàng mắc hơn cả giá sân_bay,3
mới sử_dụng thấy tạm ổn như vừa dồi hơi tệ đánh_giá lại cho 3,3
uy_tín nhưng mà tg giao hàng gần đây cứ bị rối hết trơn,3
quản_cáo nhiều trên ứng khác thấy phiền 1số đồ không giống như quản_cáo,3
khá là oki,3
tệ,3
ứng_dụng lazada10 10 này khi tải ứng_dụng về thiết_bị của tôi thì tôi không thấy nó hiện nên trên màn_hình chính nó ở ẩn trong mục cài_đặt ứng_dụng làm tôi rất thấy muốn sử_dụng ứng_dụng lazada để xem và mua những sản_phẩm tiêu_dùng dùng và tôi muốn nhà phát_triển lazada khắc_phục lỗi khi tải về không bị ẩn trên điện_thoại nữa,3
trên lzd vẫn còn tồn_tại rất nhiều gian_hàng ảo đăng tin bán sản_phẩm nhưng thực_tế họ không có hàng để bán,3
hàng mua giá_cả chất_lượng đều ok nhưng mỗi việc là khi mua số_lượng lên 2 sản_phẩm 2 màu khác nhau thì ko nhập dc tức_là chỉ dc chọn 1 sản_phẩm lỗi rồi,3
laz chặn ko cho khách_hàng mua vì cái lỗi cv02 táo lao khách bỏ laz hết chán rồi,3
tạm ổn vẫn những cái dich vụ bị lỗi bất_tiện giá có cái bị ảo,3
đặt cái này mà giao cái kia nhắn shop cái im ru luôn chán thật,3
quá dở_tệ lấy lại mk thì mãi ko gửi mail gửi tin nhắn vào ứng_dụng thì đơ đơ khuyến_mại ít phí ship cao,3
tiền ship quá cao cao hơn cả món đồ mình mua,3
tôi đặt bình nước_màu xanh mà giao màu vàng,3
nho ho tro ron de hieu cam on nhueu,3
ít mã giảm_giá quá hàng lỗi nx,3
ít voucher quá trừ 3đ,3
tại_sao tôi không đăng_kí được,3
ko biết đăng_nhập,3
nhanh_chóng tiện_lợi,3
sử_dụng khó,3
eúe www 7edv tv,3
tạm ổn,3
,3
,3
mình mua 4 sản_phẩm cùng một shop lazada tính tiền ship gấp 4 lần mỗi sản_phẩm đều mất phí vận_chuyển,3
nhiều đơn hàng không giống như đã đặt tuy tôi không trả lại mắc công phiền_phức nhưng tôi thấy hơi buồn đó,3
vừa update phiên_bản mới nhất trải nghiệm tệ giao_diện cách xem mã add vào và load làm nhấn nhanh thanh_toán đơn phải hủy rất bực,3
e có bị ảnh của cô nàng có vẻ không vui nhưng không có sự thay_thế bằng những chiếc xe_đạp tập đa_dạng về màu xanh dương và khen_thưởng kỷ_niệm không bao_gồm có 2y,3
gần đây một_số nhà bán hàng nước_ngoài có dấu_hiệu lừa_dối khách_hàng giao hàng_không đủ số_lượng không đúng quy_cách mẫu_mã sản_phẩm như quảng_cáo lazada không có chính_sách đồng kiểm lúc nhận hàng nên rất bất_lợi cho khách_hàng thủ_tục khiếu_nại rườm_rà và mất thời_gian phần thiệt_hại luôn là người mua hàng,3
tôi k cần đến giao tiêu_chuẩn hay_là giao nhanh j hết mà cứ bắt tôi sài cái đấy hoài tôi chỉ cần rẻ là dc r,3
chê nha_đây là ý_kiến của tui mua lộn hàng r kêu đổi trả hoàn tiền ko lm luôn cận thận khi đặt_hàng,3
nhiều shop bán hàng ko đúng mô_tả lừa_đảo làm mất thời_gian đổi trả người mua,3
mk bị vô_hiệu_hóa thanh_toán bằng momo làm_sao để mở lại vậy ạ,3
đăng_ký tk mới ko đc xát minh ko phải là máy hoài ko hết là sao,3
cho 3 sao thôi vì giao hàng không đúng ngày hai ba hôm sau mới có hàng,3
1 lazada 2 người bán 3 người mua 4 5 trãi nghiệm đi,3
siêu tệ đ có gì hay_ho cả,3
chưa nhận hàng cho trước 3 sao nhận hàng rồi tính tiếp,3
lỗi suốt không mua được gì,3
khi trong có kết qua sẽ cho5 sao,3
lỗi hơi nhiều còn mọi thứ đều ổn,3
không có mã bạn mới,3
đặt_hàng ko nhận đc hàng,3
t nghĩ nên giao hàng sớm hơn,3
tốc_độ app chậm,3
không như hình không có mã free hết tiền ship,3
tôt,3
ko free ship,3
đăng_ký lazpaylater đến bước xác_minh otp bị treo đã tích đọc điều_khoản và chữ_ký điện_tử,3
được hơi khó xài hơn shopee nói mp vận_chuyển mà cứ bị mất 10k khi ở cùng tphcm tăng_giá gốc cao rồi để giá giảm cho ngta thích dò giá cùng shopee biết liền quy_định đơn hàng đủ điều_kiện giảm_giá quá cao toàn tiền trăm ko có tiền chục,3
cực_kì phiền bởi các thông_báo rác thông_báo quảng_cáo của các shop làm_ơn hạn_chế lại gì mà 1 ngày có gần 100 thông_báo ưu_đãi quảng_cáo không cần_thiết làm trôi các thông_báo giữa người bán và người mua,3
vẫn tốt nhưng bắt_đầu có nhiều gian_hàng lazmall bán hàng giả công_khai tại_sao những gian_hàng này lại được công_nhận lazmall khâu quản_lí lazada đang vận_hành yếu_kém và cần xem_xét_lại,3
đợt đó tui về quê mà gia_đình tui nhận hàng đã thanh_toán momo mà lúc giao qua_lại lấy tiền làm nhà tui la tui vì đặt_hàng ko đưa tiền trước vậy là tui lỗ hả mn tuy ứng_dụng tốt nhưng z là ko đc nha,3
cùng là 1 app mà ng thì có voucher 800k xuất_hiện ng thì ko có xin hỏi lý_do,3
giao hàng nhanh đèn nháy đẹp rất ưng_ý,3
trừ sao vì giao hàng chậm,3
thời_gian hoàn tiền quá lâu,3
69 lt,3
